[2022-06-24 08:45:00, 1.05315, 1.0533, 1.05295, 1.0532, 1.0526399999999996, 1.0523150000000003, 0.0], Buy to Close, EUR, 2000.0
[2022-06-24 08:45:00, 1.05315, 1.0533, 1.05295, 1.053, 1.0525999999999995, 1.0522950000000004, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 08:50:00, 1.05295, 1.0531, 1.05295, 1.0531, 1.053090000000002, 1.0531000000000046, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 08:50:00, 1.05295, 1.05315, 1.05295, 1.05315, 1.0531000000000021, 1.0531050000000046, 0.0], Sell to Open, EUR, 20000.0
[2022-06-24 08:52:00, 1.0533, 1.05335, 1.0533, 1.05335, 1.0532000000000021, 1.0531600000000043, 0.0], Buy to Close, EUR, 20000.0
[2022-06-24 08:52:00, 1.0533, 1.05335, 1.0533, 1.0533, 1.053190000000002, 1.0531550000000043, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:15:00, 0.8581, 0.85815, 0.85805, 0.8581, 0.8582599999999999, 0.8584000000000002, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 09:15:00, 0.8581, 0.85815, 0.85805, 0.8581, 0.8582599999999999, 0.8584000000000002, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 09:15:00, 0.8581, 0.85815, 0.85805, 0.8581, 0.8582599999999999, 0.8584000000000002, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 09:15:00, 0.8581, 0.85815, 0.85805, 0.8581, 0.8582599999999999, 0.8584000000000002, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 09:15:00, 0.8581, 0.85815, 0.85805, 0.8581, 0.8582599999999999, 0.8584000000000002, 0.0], Sell to Close, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.858, 0.85805, 0.85836, 0.8582999999999995, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 09:00:00, 0.85815, 0.85825, 0.8579, 0.85795, 0.8583400000000001, 0.8582899999999996, 0.0], Buy to Open, EUR, 20000.0
[2022-06-24 10:31:00, 1.0532, 1.0532, 1.05315, 1.05315, 1.0532100000000022, 1.0532150000000042, 0.0], Sell to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 11:24:30, 0.85825, 0.85825, 0.85825, 0.85825, 0.8582399999999965, 0.8582400000000003, 0.0], Sell to Close, EUR, GBP, 40000.0, 40000.0
[2022-06-24 11:24:30, 0.85825, 0.85825, 0.85825, 0.85825, 0.8582399999999965, 0.8582400000000003, 0.0], Sell to Open, EUR, GBP, 0.0, 40000.0
[2022-06-24 11:26:00, 1.05365, 1.05375, 1.05365, 1.05375, 1.0536600000000036, 1.0536949999999998, 0.0], Sell to Close, EUR, USD, 30000.0, 30000.0
[2022-06-24 11:26:00, 1.05365, 1.05375, 1.05365, 1.05375, 1.0536600000000036, 1.0536949999999998, 0.0], Sell to Open, EUR, USD, 0.0, 30000.0
[2022-06-24 11:27:30, 141.9625, 141.965, 141.9625, 141.9625, 141.97350000000023, 141.98025, 0.0], Sell to Close, EUR, JPY, 50000.0, 50000.0
[2022-06-24 11:27:30, 141.9625, 141.965, 141.955, 141.9575, 141.97250000000022, 141.97975000000002, 0.0], Sell to Open, EUR, JPY, 0.0, 50000.0
[2022-06-24 11:28:30, 1.0538, 1.0538, 1.0538, 1.0538, 1.0537200000000033, 1.05369, 0.0], Buy to Close, EUR, USD, -30000.0, 30000.0
[2022-06-24 11:28:30, 1.0538, 1.05385, 1.0538, 1.0538, 1.0537200000000033, 1.05369, 0.0], Buy to Open, EUR, USD, 0.0, 30000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05385, 1.05385, 1.0539500000000028, 1.053915, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05375, 1.05375, 1.053930000000003, 1.0539049999999999, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05375, 1.05375, 1.053930000000003, 1.0539049999999999, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05375, 1.0538, 1.053940000000003, 1.05391, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05375, 1.05375, 1.053930000000003, 1.0539049999999999, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:17:00, 1.05385, 1.05385, 1.05375, 1.05385, 1.0539500000000028, 1.053915, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:21:00, 1.054, 1.054, 1.05395, 1.054, 1.0539600000000031, 1.0538449999999995, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:22:00, 0.85855, 0.85855, 0.85855, 0.85855, 0.8586499999999969, 0.8587200000000011, 0.0], Sell to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:22:00, 142.02, 142.0325, 142.02, 142.03, 142.02600000000018, 142.0115, 0.0], Buy to Open, EUR, JPY, 0.0, 10000.0
[2022-06-24 13:23:30, 1.05365, 1.05365, 1.0536, 1.05365, 1.0537200000000029, 1.0538249999999996, 0.0], Sell to Close, EUR, USD, 20000.0, 20000.0
[2022-06-24 13:23:30, 1.05365, 1.05365, 1.0536, 1.05365, 1.0537200000000029, 1.0538249999999996, 0.0], Sell to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:25:00, 0.8587, 0.8588, 0.8587, 0.85875, 0.8586899999999968, 0.8586650000000013, 0.0], Buy to Close, EUR, GBP, -30000.0, 30000.0
[2022-06-24 13:25:00, 0.8587, 0.8588, 0.8587, 0.85875, 0.8586899999999968, 0.8586650000000013, 0.0], Buy to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:25:00, 0.8587, 0.8588, 0.8587, 0.85875, 0.8586899999999968, 0.8586650000000013, 0.0], Buy to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:25:00, 0.8587, 0.8588, 0.8587, 0.85875, 0.8586899999999968, 0.8586650000000013, 0.0], Buy to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:26:30, 1.05385, 1.05385, 1.05385, 1.05385, 1.0537800000000028, 1.0537199999999995, 0.0], Buy to Close, EUR, USD, -20000.0, 20000.0
[2022-06-24 13:26:30, 1.05385, 1.05385, 1.05385, 1.05385, 1.0537800000000028, 1.0537199999999995, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:29:00, 142.0275, 142.03, 142.025, 142.0275, 142.03850000000025, 142.0525, 0.0], Sell to Close, EUR, JPY, 10000.0, 10000.0
[2022-06-24 13:29:00, 1.0536, 1.05365, 1.0536, 1.0536, 1.0536100000000033, 1.0537049999999992, 0.0], Sell to Close, EUR, USD, 20000.0, 20000.0
[2022-06-24 13:29:00, 1.0536, 1.05365, 1.0536, 1.0536, 1.0536100000000033, 1.0537049999999992, 0.0], Sell to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:29:00, 142.0275, 142.03, 142.025, 142.03, 142.03900000000021, 142.05275, 0.0], Sell to Open, EUR, JPY, 0.0, 10000.0
[2022-06-24 13:31:00, 142.085, 142.085, 142.085, 142.085, 142.06900000000024, 142.0585, 0.0], Buy to Close, EUR, JPY, -10000.0, 10000.0
[2022-06-24 13:31:00, 142.085, 142.085, 142.085, 142.085, 142.06900000000024, 142.0585, 0.0], Buy to Close, EUR, JPY, -10000.0, 10000.0
[2022-06-24 13:31:00, 142.085, 142.085, 142.085, 142.085, 142.06900000000024, 142.0585, 0.0], Buy to Close, EUR, JPY, -10000.0, 10000.0
[2022-06-24 13:34:30, 142.045, 142.05, 142.04, 142.0425, 142.06100000000023, 142.07500000000002, 0.0], Sell to Close, EUR, JPY, 20000.0, 10000.0
[2022-06-24 13:34:30, 142.045, 142.05, 142.04, 142.0425, 142.06100000000023, 142.07500000000002, 0.0], Sell to Close, EUR, JPY, 10000.0, 10000.0
[2022-06-24 13:34:30, 142.045, 142.05, 142.04, 142.0425, 142.06100000000023, 142.07500000000002, 0.0], Sell to Close, EUR, JPY, 10000.0, 10000.0
[2022-06-24 13:34:30, 142.045, 142.05, 142.04, 142.0425, 142.06100000000023, 142.07500000000002, 0.0], Sell to Close, EUR, JPY, 10000.0, 10000.0
[2022-06-24 13:35:00, 0.85915, 0.85915, 0.85915, 0.85915, 0.8591599999999968, 0.8591700000000004, 0.0], Sell to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:36:30, 1.05355, 1.05355, 1.0535, 1.05355, 1.0535300000000032, 1.0535199999999993, 0.0], Buy to Close, EUR, USD, -20000.0, 20000.0
[2022-06-24 13:36:30, 1.05355, 1.05365, 1.0535, 1.05355, 1.0535300000000032, 1.0535199999999993, 0.0], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-06-24 13:39:00, 0.85935, 0.85935, 0.8593, 0.85935, 0.8592299999999972, 0.8591650000000005, 0.0], Buy to Close, EUR, GBP, -30000.0, 30000.0
[2022-06-24 13:39:00, 142.05, 142.0625, 142.05, 142.06, 142.04100000000022, 142.02299999999997, 0.0], Buy to Close, EUR, JPY, -20000.0, 10000.0
[2022-06-24 13:39:00, 142.05, 142.0625, 142.05, 142.06, 142.04100000000022, 142.02299999999997, 0.0], Buy to Close, EUR, JPY, -20000.0, 10000.0
[2022-06-24 13:39:00, 0.85935, 0.85935, 0.8593, 0.85935, 0.8592299999999972, 0.8591650000000005, 0.0], Buy to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:39:00, 0.85935, 0.85935, 0.8593, 0.85935, 0.8592299999999972, 0.8591650000000005, 0.0], Buy to Open, EUR, GBP, 0.0, 30000.0
[2022-06-24 13:39:00, 142.05, 142.0625, 142.05, 142.06, 142.04100000000022, 142.02299999999997, 0.0], Buy to Close, EUR, JPY, -20000.0, 10000.0
